351: 18.11-19.10	23.2292 , -4.14922 nm	CRITICO
352: 18.11-19.11	3.03879 , -24.3397 nm	CRITICO
353: 18.11-19.12	0.473562 , -26.9049 nm	CRITICO
354: 18.12-19.11	21.7874 , -5.591 nm	CRITICO
355: 18.12-19.12 INTERSECAO
356: 18.12-19.13	0.783537 , -26.5949 nm	CRITICO
357: 18.13-19.12	22.2458 , -5.13269 nm	CRITICO
358: 18.13-19.13 INTERSECAO
359: 18.13-19.14	3.6977 , -23.6807 nm	CRITICO
360: 18.14-19.13	23.1564 , -4.22204 nm	CRITICO
361: 18.14-19.14	6.44747 , -20.931 nm	CRITICO
362: 18.14-19.15	7.41229 , -19.9662 nm	CRITICO
363: 18.15-19.14	24.0983 , -3.28012 nm	CRITICO
364: 18.15-19.15	1.82689 , -25.5516 nm	CRITICO
365: 18.15-19.16 INTERSECAO
366: 18.16-19.15	22.3255 , -5.05295 nm	CRITICO
367: 18.16-19.16	1.64651 , -25.7319 nm	CRITICO
368: 18.16-19.17	2.9549 , -24.4236 nm	CRITICO
369: 18.16-20.17	30.2039 , 0.65032 nm
370: 18.16-20.18	29.6777 , 0.124104 nm	CRITICO
371: 18.17-19.16	22.6036 , -4.77481 nm	CRITICO
372: 18.17-19.17 INTERSECAO
373: 18.17-19.18	0.602558 , -26.7759 nm	CRITICO
374: 18.17-20.18	29.6777 , 0.124104 nm	CRITICO
375: 18.18-19.17	22.096 , -5.2825 nm	CRITICO
376: 18.18-19.18	3.04132 , -24.3371 nm	CRITICO
377: 18.18-19.19	5.96847 , -21.41 nm	CRITICO
378: 18.19-19.18	22.9706 , -4.40789 nm	CRITICO
379: 18.19-19.19	2.77417 , -24.6043 nm	CRITICO
380: 18.19-19.20	0.0200091 , -27.3584 nm	CRITICO
381: 18.20-19.19	21.6228 , -5.75568 nm	CRITICO
382: 18.20-19.20 INTERSECAO
383: 18.20-19.21	1.96927 , -25.4092 nm	CRITICO
384: 18.20-20.21	31.2794 , 1.72585 nm
385: 18.20-20.22	30.5768 , 1.02324 nm
386: 18.21-19.20	21.9955 , -5.38295 nm	CRITICO
387: 18.21-19.21 INTERSECAO
388: 18.21-19.22	1.37626 , -26.0022 nm	CRITICO
389: 18.21-20.22	30.5768 , 1.02324 nm
390: 18.22-19.21	21.8505 , -5.52797 nm	CRITICO
391: 18.22-19.22	3.3695 , -24.0089 nm	CRITICO
392: 18.22-19.23	7.04162 , -20.3368 nm	CRITICO
393: 18.23-19.22	23.2633 , -4.11514 nm	CRITICO
394: 18.23-19.23	3.90463 , -23.4738 nm	CRITICO
395: 18.23-19.24	1.07 , -26.3085 nm	CRITICO
396: 18.24-19.23	21.7361 , -5.6424 nm	CRITICO
397: 18.24-19.24 INTERSECAO
398: 18.24-19.25	0.989142 , -26.3893 nm	CRITICO
399: 18.25-19.24	22.1076 , -5.27085 nm	CRITICO
400: 18.25-19.25 INTERSECAO
401: 18.25-19.26	2.67939 , -24.6991 nm	CRITICO
402: 18.26-19.25	22.1964 , -5.18204 nm	CRITICO
403: 18.26-19.26	5.3595 , -22.0189 nm	CRITICO
404: 18.26-19.27	8.43479 , -18.9437 nm	CRITICO
405: 18.27-19.26	23.933 , -3.44546 nm	CRITICO
406: 18.27-19.27	5.36943 , -22.009 nm	CRITICO
407: 18.27-19.28	3.08495 , -24.2935 nm	CRITICO
408: 18.28-19.27	21.8092 , -5.56929 nm	CRITICO
409: 18.28-19.28	2.02856 , -25.3499 nm	CRITICO
410: 18.28-19.29	1.29232 , -26.0861 nm	CRITICO
411: 18.29-19.28	22.0938 , -5.28465 nm	CRITICO
412: 18.29-19.29	1.29232 , -26.0861 nm	CRITICO
413: 18.29-19.30	8.81956 , -18.5589 nm	CRITICO
414: 18.30-19.29	24.5924 , -2.78608 nm	CRITICO
415: 18.30-19.30	13.5491 , -13.8294 nm	CRITICO
416: 18.30-19.31	13.5491 , -13.8294 nm	CRITICO
417: 18.31-19.30	24.2805 , -3.09799 nm	CRITICO
418: 18.31-19.31	3.87385 , -23.5046 nm	CRITICO
419: 18.31-21.31	16.2441 , -8.67362 nm	CRITICO
420: 19.11-20.12	32.8302 , 1.95524 nm
